fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,type,alcohol_density,non-free sulfur dioxide,total_acidity,acidity_ratio,alcohol_pH_ratio,alcohol_sulfur_dioxide_ratio
7.5,0.6,0.03,1.8,0.095,25.0,99.0,0.995,3.35,0.54,10.1,5,red,10.0495,74.0,8.1,0.9259259259259259,3.014925373134328,0.10202020202020201
7.1,0.43,0.42,5.5,0.07,29.0,129.0,0.9973,3.42,0.72,10.5,5,red,10.47165,100.0,7.529999999999999,0.9428950863213812,3.0701754385964914,0.08139534883720931
7.1,0.43,0.42,5.5,0.071,28.0,128.0,0.9973,3.42,0.71,10.5,5,red,10.47165,100.0,7.529999999999999,0.9428950863213812,3.0701754385964914,0.08203125
7.1,0.43,0.42,5.5,0.07,29.0,129.0,0.9973,3.42,0.72,10.5,5,red,10.47165,100.0,7.529999999999999,0.9428950863213812,3.0701754385964914,0.08139534883720931
7.1,0.43,0.42,5.5,0.071,28.0,128.0,0.9973,3.42,0.71,10.5,5,red,10.47165,100.0,7.529999999999999,0.9428950863213812,3.0701754385964914,0.08203125
7.1,0.68,0.0,2.2,0.073,12.0,22.0,0.9969,3.48,0.5,9.3,5,red,9.271170000000001,10.0,7.779999999999999,0.9125964010282777,2.6724137931034484,0.4227272727272728
6.8,0.6,0.18,1.9,0.079,18.0,86.0,0.9968,3.59,0.57,9.3,6,red,9.270240000000001,68.0,7.3999999999999995,0.918918918918919,2.590529247910864,0.10813953488372094
7.6,0.95,0.03,2.0,0.09,7.0,20.0,0.9959,3.2,0.56,9.6,5,red,9.56064,13.0,8.549999999999999,0.888888888888889,2.9999999999999996,0.48
7.6,0.68,0.02,1.3,0.072,9.0,20.0,0.9965,3.17,1.08,9.2,4,red,9.1678,11.0,8.28,0.9178743961352658,2.902208201892744,0.45999999999999996
7.8,0.53,0.04,1.7,0.076,17.0,31.0,0.9964,3.33,0.56,10.0,6,red,9.963999999999999,14.0,8.33,0.936374549819928,3.003003003003003,0.3225806451612903
7.4,0.6,0.26,7.3,0.07,36.0,121.0,0.9982,3.37,0.49,9.4,5,red,9.38308,85.0,8.0,0.925,2.7893175074183976,0.07768595041322314
7.3,0.59,0.26,7.2,0.07,35.0,121.0,0.9981,3.37,0.49,9.4,5,red,9.38214,86.0,7.89,0.9252217997465146,2.7893175074183976,0.07768595041322314
7.8,0.63,0.48,1.7,0.1,14.0,96.0,0.9961,3.19,0.62,9.5,5,red,9.46295,82.0,8.43,0.9252669039145908,2.9780564263322886,0.09895833333333333
6.8,0.64,0.1,2.1,0.085,18.0,101.0,0.9956,3.34,0.52,10.2,5,red,10.15512,83.0,7.4399999999999995,0.913978494623656,3.053892215568862,0.10099009900990098
7.3,0.55,0.03,1.6,0.072,17.0,42.0,0.9956,3.37,0.48,9.0,4,red,8.9604,25.0,7.85,0.9299363057324841,2.6706231454005933,0.21428571428571427
6.8,0.63,0.07,2.1,0.089,11.0,44.0,0.9953,3.47,0.55,10.4,6,red,10.35112,33.0,7.43,0.9152086137281292,2.9971181556195963,0.23636363636363636
7.5,0.705,0.24,1.8,0.36,15.0,63.0,0.9964,3.0,1.59,9.5,5,red,9.4658,48.0,8.205,0.9140767824497258,3.1666666666666665,0.15079365079365079
7.9,0.885,0.03,1.8,0.058,4.0,8.0,0.9972,3.36,0.33,9.1,4,red,9.07452,4.0,8.785,0.8992601024473534,2.7083333333333335,1.1375
8.0,0.42,0.17,2.0,0.073,6.0,18.0,0.9972,3.29,0.61,9.2,6,red,9.17424,12.0,8.42,0.9501187648456058,2.796352583586626,0.5111111111111111
8.0,0.42,0.17,2.0,0.073,6.0,18.0,0.9972,3.29,0.61,9.2,6,red,9.17424,12.0,8.42,0.9501187648456058,2.796352583586626,0.5111111111111111
7.4,0.62,0.05,1.9,0.068,24.0,42.0,0.9961,3.42,0.57,11.5,6,red,11.45515,18.0,8.02,0.9226932668329177,3.3625730994152048,0.27380952380952384
7.3,0.38,0.21,2.0,0.08,7.0,35.0,0.9961,3.33,0.47,9.5,5,red,9.46295,28.0,7.68,0.9505208333333334,2.8528528528528527,0.2714285714285714
6.9,0.5,0.04,1.5,0.085,19.0,49.0,0.9958,3.35,0.78,9.5,5,red,9.4601,30.0,7.4,0.9324324324324325,2.835820895522388,0.19387755102040816
7.3,0.38,0.21,2.0,0.08,7.0,35.0,0.9961,3.33,0.47,9.5,5,red,9.46295,28.0,7.68,0.9505208333333334,2.8528528528528527,0.2714285714285714
7.5,0.52,0.42,2.3,0.087,8.0,38.0,0.9972,3.58,0.61,10.5,6,red,10.4706,30.0,8.02,0.9351620947630923,2.9329608938547485,0.27631578947368424
7.0,0.805,0.0,2.5,0.068,7.0,20.0,0.9969,3.48,0.56,9.6,5,red,9.57024,13.0,7.805,0.8968609865470852,2.758620689655172,0.48
8.8,0.61,0.14,2.4,0.067,10.0,42.0,0.9969,3.19,0.59,9.5,5,red,9.47055,32.0,9.41,0.9351753453772583,2.9780564263322886,0.2261904761904762
8.8,0.61,0.14,2.4,0.067,10.0,42.0,0.9969,3.19,0.59,9.5,5,red,9.47055,32.0,9.41,0.9351753453772583,2.9780564263322886,0.2261904761904762
8.9,0.61,0.49,2.0,0.27,23.0,110.0,0.9972,3.12,1.02,9.3,5,red,9.27396,87.0,9.51,0.9358569926393271,2.980769230769231,0.08454545454545455
7.2,0.73,0.02,2.5,0.076,16.0,42.0,0.9972,3.44,0.52,9.3,5,red,9.27396,26.0,7.93,0.9079445145018916,2.7034883720930236,0.22142857142857145
6.8,0.61,0.2,1.8,0.077,11.0,65.0,0.9971,3.54,0.58,9.3,5,red,9.27303,54.0,7.41,0.9176788124156545,2.6271186440677967,0.1430769230769231
6.7,0.62,0.21,1.9,0.079,8.0,62.0,0.997,3.52,0.58,9.3,6,red,9.2721,54.0,7.32,0.9153005464480874,2.6420454545454546,0.15000000000000002
8.9,0.31,0.57,2.0,0.111,26.0,85.0,0.9971,3.26,0.53,9.7,5,red,9.671869999999998,59.0,9.21,0.9663409337676439,2.9754601226993866,0.11411764705882352
7.4,0.39,0.48,2.0,0.082,14.0,67.0,0.9972,3.34,0.55,9.2,5,red,9.17424,53.0,7.79,0.9499358151476252,2.754491017964072,0.1373134328358209
7.7,0.705,0.1,2.6,0.084,9.0,26.0,0.9976,3.39,0.49,9.7,5,red,9.67672,17.0,8.405,0.9161213563355146,2.861356932153392,0.37307692307692303
7.9,0.5,0.33,2.0,0.084,15.0,143.0,0.9968,3.2,0.55,9.5,5,red,9.4696,128.0,8.4,0.9404761904761905,2.96875,0.06643356643356643
7.9,0.49,0.32,1.9,0.082,17.0,144.0,0.9968,3.2,0.55,9.5,5,red,9.4696,127.0,8.39,0.9415971394517282,2.96875,0.06597222222222222
8.2,0.5,0.35,2.9,0.077,21.0,127.0,0.9976,3.23,0.62,9.4,5,red,9.37744,106.0,8.7,0.9425287356321839,2.910216718266254,0.07401574803149606
6.4,0.37,0.25,1.9,0.074,21.0,49.0,0.9974,3.57,0.62,9.8,6,red,9.77452,28.0,6.7700000000000005,0.9453471196454948,2.7450980392156867,0.2
6.8,0.63,0.12,3.8,0.099,16.0,126.0,0.9969,3.28,0.61,9.5,5,red,9.47055,110.0,7.43,0.9152086137281292,2.8963414634146343,0.07539682539682539
7.6,0.55,0.21,2.2,0.071,7.0,28.0,0.9964,3.28,0.55,9.7,5,red,9.66508,21.0,8.15,0.9325153374233128,2.9573170731707314,0.3464285714285714
7.6,0.55,0.21,2.2,0.071,7.0,28.0,0.9964,3.28,0.55,9.7,5,red,9.66508,21.0,8.15,0.9325153374233128,2.9573170731707314,0.3464285714285714
7.8,0.59,0.33,2.0,0.074,24.0,120.0,0.9968,3.25,0.54,9.4,5,red,9.36992,96.0,8.39,0.9296781883194278,2.8923076923076922,0.07833333333333334
7.3,0.58,0.3,2.4,0.074,15.0,55.0,0.9968,3.46,0.59,10.2,5,red,10.167359999999999,40.0,7.88,0.9263959390862944,2.9479768786127165,0.18545454545454546
11.5,0.3,0.6,2.0,0.067,12.0,27.0,0.9981,3.11,0.97,10.1,6,red,10.08081,15.0,11.8,0.9745762711864406,3.247588424437299,0.37407407407407406
5.4,0.835,0.08,1.2,0.046,13.0,93.0,0.9924,3.57,0.85,13.0,7,red,12.9012,80.0,6.235,0.8660785886126704,3.641456582633053,0.13978494623655913
6.9,1.09,0.06,2.1,0.061,12.0,31.0,0.9948,3.51,0.43,11.4,4,red,11.340720000000001,19.0,7.99,0.8635794743429287,3.2478632478632483,0.36774193548387096
9.6,0.32,0.47,1.4,0.056,9.0,24.0,0.99695,3.22,0.82,10.3,7,red,10.268585,15.0,9.92,0.9677419354838709,3.198757763975155,0.4291666666666667
8.8,0.37,0.48,2.1,0.097,39.0,145.0,0.9975,3.04,1.03,9.3,5,red,9.276750000000002,106.0,9.17,0.9596510359869139,3.05921052631579,0.06413793103448276
6.8,0.5,0.11,1.5,0.075,16.0,49.0,0.99545,3.36,0.79,9.5,5,red,9.456775,33.0,7.3,0.9315068493150684,2.8273809523809526,0.19387755102040816
7.0,0.42,0.35,1.6,0.088,16.0,39.0,0.9961,3.34,0.55,9.2,5,red,9.164119999999999,23.0,7.42,0.9433962264150944,2.754491017964072,0.2358974358974359
7.0,0.43,0.36,1.6,0.089,14.0,37.0,0.99615,3.34,0.56,9.2,6,red,9.164579999999999,23.0,7.43,0.9421265141318977,2.754491017964072,0.24864864864864863
12.8,0.3,0.74,2.6,0.095,9.0,28.0,0.9994,3.2,0.77,10.8,7,red,10.793520000000001,19.0,13.100000000000001,0.9770992366412213,3.375,0.38571428571428573
12.8,0.3,0.74,2.6,0.095,9.0,28.0,0.9994,3.2,0.77,10.8,7,red,10.793520000000001,19.0,13.100000000000001,0.9770992366412213,3.375,0.38571428571428573
7.8,0.57,0.31,1.8,0.069,26.0,120.0,0.99625,3.29,0.53,9.3,5,red,9.265125000000001,94.0,8.37,0.931899641577061,2.8267477203647418,0.0775
7.8,0.44,0.28,2.7,0.1,18.0,95.0,0.9966,3.22,0.67,9.4,5,red,9.36804,77.0,8.24,0.9466019417475727,2.919254658385093,0.09894736842105263
11.0,0.3,0.58,2.1,0.054,7.0,19.0,0.998,3.31,0.88,10.5,7,red,10.479,12.0,11.3,0.9734513274336283,3.1722054380664653,0.5526315789473685
9.7,0.53,0.6,2.0,0.039,5.0,19.0,0.99585,3.3,0.86,12.4,6,red,12.34854,14.0,10.229999999999999,0.9481915933528837,3.757575757575758,0.6526315789473685
8.0,0.725,0.24,2.8,0.083,10.0,62.0,0.99685,3.35,0.56,10.0,6,red,9.9685,52.0,8.725,0.9169054441260746,2.9850746268656714,0.16129032258064516
11.6,0.44,0.64,2.1,0.059,5.0,15.0,0.998,3.21,0.67,10.2,6,red,10.179599999999999,10.0,12.04,0.9634551495016612,3.177570093457944,0.6799999999999999
8.2,0.57,0.26,2.2,0.06,28.0,65.0,0.9959,3.3,0.43,10.1,5,red,10.05859,37.0,8.77,0.935005701254276,3.0606060606060606,0.15538461538461537
7.8,0.735,0.08,2.4,0.092,10.0,41.0,0.9974,3.24,0.71,9.8,6,red,9.77452,31.0,8.535,0.9138840070298769,3.0246913580246915,0.23902439024390246
7.0,0.49,0.49,5.6,0.06,26.0,121.0,0.9974,3.34,0.76,10.5,5,red,10.4727,95.0,7.49,0.9345794392523364,3.1437125748502996,0.08677685950413223
8.7,0.625,0.16,2.0,0.101,13.0,49.0,0.9962,3.14,0.57,11.0,5,red,10.9582,36.0,9.325,0.9329758713136729,3.503184713375796,0.22448979591836735
8.1,0.725,0.22,2.2,0.072,11.0,41.0,0.9967,3.36,0.55,9.1,5,red,9.06997,30.0,8.825,0.9178470254957507,2.7083333333333335,0.22195121951219512
7.5,0.49,0.19,1.9,0.076,10.0,44.0,0.9957,3.39,0.54,9.7,5,red,9.65829,34.0,7.99,0.9386733416770964,2.861356932153392,0.22045454545454543
7.8,0.53,0.33,2.4,0.08,24.0,144.0,0.99655,3.3,0.6,9.5,5,red,9.467225000000001,120.0,8.33,0.936374549819928,2.878787878787879,0.06597222222222222
7.8,0.34,0.37,2.0,0.082,24.0,58.0,0.9964,3.34,0.59,9.4,6,red,9.36616,34.0,8.14,0.9582309582309582,2.81437125748503,0.1620689655172414
7.4,0.53,0.26,2.0,0.101,16.0,72.0,0.9957,3.15,0.57,9.4,5,red,9.359580000000001,56.0,7.930000000000001,0.9331651954602774,2.984126984126984,0.13055555555555556
6.8,0.61,0.04,1.5,0.057,5.0,10.0,0.99525,3.42,0.6,9.5,5,red,9.454875,5.0,7.41,0.9176788124156545,2.7777777777777777,0.95
8.6,0.645,0.25,2.0,0.083,8.0,28.0,0.99815,3.28,0.6,10.0,6,red,9.9815,20.0,9.245,0.9302325581395349,3.048780487804878,0.35714285714285715
8.4,0.635,0.36,2.0,0.089,15.0,55.0,0.99745,3.31,0.57,10.4,4,red,10.373479999999999,40.0,9.035,0.9297177642501384,3.1419939577039275,0.1890909090909091
7.7,0.43,0.25,2.6,0.073,29.0,63.0,0.99615,3.37,0.58,10.5,6,red,10.459575,34.0,8.13,0.9471094710947109,3.115727002967359,0.16666666666666666
8.9,0.59,0.5,2.0,0.337,27.0,81.0,0.9964,3.04,1.61,9.5,6,red,9.4658,54.0,9.49,0.9378292939936775,3.125,0.11728395061728394
9.0,0.82,0.14,2.6,0.089,9.0,23.0,0.9984,3.39,0.63,9.8,5,red,9.784320000000001,14.0,9.82,0.9164969450101833,2.8908554572271385,0.42608695652173917
7.7,0.43,0.25,2.6,0.073,29.0,63.0,0.99615,3.37,0.58,10.5,6,red,10.459575,34.0,8.13,0.9471094710947109,3.115727002967359,0.16666666666666666
6.9,0.52,0.25,2.6,0.081,10.0,37.0,0.99685,3.46,0.5,11.0,5,red,10.96535,27.0,7.42,0.9299191374663074,3.179190751445087,0.2972972972972973
5.2,0.48,0.04,1.6,0.054,19.0,106.0,0.9927,3.54,0.62,12.2,7,red,12.11094,87.0,5.68,0.915492957746479,3.4463276836158188,0.1150943396226415
8.0,0.38,0.06,1.8,0.078,12.0,49.0,0.99625,3.37,0.52,9.9,6,red,9.862875,37.0,8.38,0.954653937947494,2.9376854599406528,0.20204081632653062
8.5,0.37,0.2,2.8,0.09,18.0,58.0,0.998,3.34,0.7,9.6,6,red,9.5808,40.0,8.87,0.9582863585118377,2.874251497005988,0.16551724137931034
6.9,0.52,0.25,2.6,0.081,10.0,37.0,0.99685,3.46,0.5,11.0,5,red,10.96535,27.0,7.42,0.9299191374663074,3.179190751445087,0.2972972972972973
8.2,1.0,0.09,2.3,0.065,7.0,37.0,0.99685,3.32,0.55,9.0,6,red,8.97165,30.0,9.2,0.8913043478260869,2.710843373493976,0.24324324324324326
7.2,0.63,0.0,1.9,0.097,14.0,38.0,0.99675,3.37,0.58,9.0,6,red,8.97075,24.0,7.83,0.9195402298850575,2.6706231454005933,0.23684210526315788
7.2,0.63,0.0,1.9,0.097,14.0,38.0,0.99675,3.37,0.58,9.0,6,red,8.97075,24.0,7.83,0.9195402298850575,2.6706231454005933,0.23684210526315788
7.2,0.645,0.0,1.9,0.097,15.0,39.0,0.99675,3.37,0.58,9.2,6,red,9.1701,24.0,7.845000000000001,0.9177820267686424,2.729970326409495,0.2358974358974359
7.2,0.63,0.0,1.9,0.097,14.0,38.0,0.99675,3.37,0.58,9.0,6,red,8.97075,24.0,7.83,0.9195402298850575,2.6706231454005933,0.23684210526315788
8.2,1.0,0.09,2.3,0.065,7.0,37.0,0.99685,3.32,0.55,9.0,6,red,8.97165,30.0,9.2,0.8913043478260869,2.710843373493976,0.24324324324324326
8.9,0.635,0.37,1.7,0.263,5.0,62.0,0.9971,3.0,1.09,9.3,5,red,9.27303,57.0,9.535,0.9334032511798637,3.1,0.15000000000000002
12.0,0.38,0.56,2.1,0.093,6.0,24.0,0.99925,3.14,0.71,10.9,6,red,10.891825,18.0,12.38,0.9693053311793214,3.4713375796178343,0.45416666666666666
7.7,0.58,0.1,1.8,0.102,28.0,109.0,0.99565,3.08,0.49,9.8,6,red,9.757370000000002,81.0,8.28,0.9299516908212562,3.181818181818182,0.08990825688073395
15.0,0.21,0.44,2.2,0.075,10.0,24.0,1.00005,3.07,0.84,9.2,7,red,9.20046,14.0,15.21,0.9861932938856015,2.996742671009772,0.3833333333333333
15.0,0.21,0.44,2.2,0.075,10.0,24.0,1.00005,3.07,0.84,9.2,7,red,9.20046,14.0,15.21,0.9861932938856015,2.996742671009772,0.3833333333333333
7.3,0.66,0.0,2.0,0.084,6.0,23.0,0.9983,3.61,0.96,9.9,6,red,9.88317,17.0,7.96,0.9170854271356784,2.742382271468144,0.43043478260869567
7.1,0.68,0.07,1.9,0.075,16.0,51.0,0.99685,3.38,0.52,9.5,5,red,9.470075,35.0,7.779999999999999,0.9125964010282777,2.8106508875739644,0.18627450980392157
8.2,0.6,0.17,2.3,0.072,11.0,73.0,0.9963,3.2,0.45,9.3,5,red,9.26559,62.0,8.799999999999999,0.9318181818181819,2.90625,0.1273972602739726
7.7,0.53,0.06,1.7,0.074,9.0,39.0,0.99615,3.35,0.48,9.8,6,red,9.762270000000001,30.0,8.23,0.9356014580801943,2.925373134328358,0.2512820512820513
7.3,0.66,0.0,2.0,0.084,6.0,23.0,0.9983,3.61,0.96,9.9,6,red,9.88317,17.0,7.96,0.9170854271356784,2.742382271468144,0.43043478260869567
10.8,0.32,0.44,1.6,0.063,16.0,37.0,0.9985,3.22,0.78,10.0,6,red,9.985000000000001,21.0,11.120000000000001,0.9712230215827338,3.105590062111801,0.2702702702702703
7.1,0.6,0.0,1.8,0.074,16.0,34.0,0.9972,3.47,0.7,9.9,6,red,9.87228,18.0,7.699999999999999,0.9220779220779222,2.8530259365994235,0.2911764705882353
11.1,0.35,0.48,3.1,0.09,5.0,21.0,0.9986,3.17,0.53,10.5,5,red,10.4853,16.0,11.45,0.9694323144104804,3.3123028391167195,0.5
7.7,0.775,0.42,1.9,0.092,8.0,86.0,0.9959,3.23,0.59,9.5,5,red,9.46105,78.0,8.475,0.9085545722713865,2.9411764705882355,0.11046511627906977
7.1,0.6,0.0,1.8,0.074,16.0,34.0,0.9972,3.47,0.7,9.9,6,red,9.87228,18.0,7.699999999999999,0.9220779220779222,2.8530259365994235,0.2911764705882353
8.0,0.57,0.23,3.2,0.073,17.0,119.0,0.99675,3.26,0.57,9.3,5,red,9.269775000000001,102.0,8.57,0.9334889148191365,2.8527607361963194,0.07815126050420168
9.4,0.34,0.37,2.2,0.075,5.0,13.0,0.998,3.22,0.62,9.2,5,red,9.1816,8.0,9.74,0.9650924024640657,2.8571428571428568,0.7076923076923076
6.6,0.695,0.0,2.1,0.075,12.0,56.0,0.9968,3.49,0.67,9.2,5,red,9.17056,44.0,7.295,0.9047292666209732,2.636103151862464,0.16428571428571428
7.7,0.41,0.76,1.8,0.611,8.0,45.0,0.9968,3.06,1.26,9.4,5,red,9.36992,37.0,8.11,0.9494451294697904,3.0718954248366015,0.2088888888888889
10.0,0.31,0.47,2.6,0.085,14.0,33.0,0.99965,3.36,0.8,10.5,7,red,10.496325,19.0,10.31,0.9699321047526672,3.125,0.3181818181818182
7.9,0.33,0.23,1.7,0.077,18.0,45.0,0.99625,3.29,0.65,9.3,5,red,9.265125000000001,27.0,8.23,0.959902794653706,2.8267477203647418,0.2066666666666667
7.0,0.975,0.04,2.0,0.087,12.0,67.0,0.99565,3.35,0.6,9.4,4,red,9.359110000000001,55.0,7.975,0.877742946708464,2.8059701492537314,0.14029850746268657
8.0,0.52,0.03,1.7,0.07,10.0,35.0,0.99575,3.34,0.57,10.0,5,red,9.9575,25.0,8.52,0.9389671361502347,2.9940119760479043,0.2857142857142857
7.9,0.37,0.23,1.8,0.077,23.0,49.0,0.9963,3.28,0.67,9.3,5,red,9.26559,26.0,8.27,0.9552599758162033,2.835365853658537,0.18979591836734697
12.5,0.56,0.49,2.4,0.064,5.0,27.0,0.9999,3.08,0.87,10.9,5,red,10.89891,22.0,13.06,0.9571209800918836,3.538961038961039,0.40370370370370373
11.8,0.26,0.52,1.8,0.071,6.0,10.0,0.9968,3.2,0.72,10.2,7,red,10.167359999999999,4.0,12.06,0.978441127694859,3.1874999999999996,1.02
8.1,0.87,0.0,3.3,0.096,26.0,61.0,1.00025,3.6,0.72,9.8,4,red,9.802450000000002,35.0,8.969999999999999,0.9030100334448161,2.7222222222222223,0.16065573770491803
7.9,0.35,0.46,3.6,0.078,15.0,37.0,0.9973,3.35,0.86,12.8,8,red,12.76544,22.0,8.25,0.9575757575757576,3.8208955223880596,0.34594594594594597
6.9,0.54,0.04,3.0,0.077,7.0,27.0,0.9987,3.69,0.91,9.4,6,red,9.387780000000001,20.0,7.44,0.9274193548387096,2.5474254742547426,0.34814814814814815
11.5,0.18,0.51,4.0,0.104,4.0,23.0,0.9996,3.28,0.97,10.1,6,red,10.09596,19.0,11.68,0.9845890410958904,3.079268292682927,0.43913043478260866
7.9,0.545,0.06,4.0,0.087,27.0,61.0,0.9965,3.36,0.67,10.7,6,red,10.66255,34.0,8.445,0.9354647720544701,3.1845238095238093,0.17540983606557375
11.5,0.18,0.51,4.0,0.104,4.0,23.0,0.9996,3.28,0.97,10.1,6,red,10.09596,19.0,11.68,0.9845890410958904,3.079268292682927,0.43913043478260866
10.9,0.37,0.58,4.0,0.071,17.0,65.0,0.99935,3.22,0.78,10.1,5,red,10.093435,48.0,11.27,0.9671694764862467,3.136645962732919,0.15538461538461537
8.4,0.715,0.2,2.4,0.076,10.0,38.0,0.99735,3.31,0.64,9.4,5,red,9.37509,28.0,9.115,0.9215578716401536,2.8398791540785497,0.2473684210526316
7.5,0.65,0.18,7.0,0.088,27.0,94.0,0.99915,3.38,0.77,9.4,5,red,9.39201,67.0,8.15,0.920245398773006,2.7810650887573964,0.1
7.9,0.545,0.06,4.0,0.087,27.0,61.0,0.9965,3.36,0.67,10.7,6,red,10.66255,34.0,8.445,0.9354647720544701,3.1845238095238093,0.17540983606557375
6.9,0.54,0.04,3.0,0.077,7.0,27.0,0.9987,3.69,0.91,9.4,6,red,9.387780000000001,20.0,7.44,0.9274193548387096,2.5474254742547426,0.34814814814814815
11.5,0.18,0.51,4.0,0.104,4.0,23.0,0.9996,3.28,0.97,10.1,6,red,10.09596,19.0,11.68,0.9845890410958904,3.079268292682927,0.43913043478260866
10.3,0.32,0.45,6.4,0.073,5.0,13.0,0.9976,3.23,0.82,12.6,8,red,12.56976,8.0,10.620000000000001,0.9698681732580038,3.900928792569659,0.9692307692307692
8.9,0.4,0.32,5.6,0.087,10.0,47.0,0.9991,3.38,0.77,10.5,7,red,10.49055,37.0,9.3,0.9569892473118279,3.106508875739645,0.22340425531914893
11.4,0.26,0.44,3.6,0.071,6.0,19.0,0.9986,3.12,0.82,9.3,6,red,9.286980000000002,13.0,11.66,0.9777015437392796,2.980769230769231,0.48947368421052634
7.7,0.27,0.68,3.5,0.358,5.0,10.0,0.9972,3.25,1.08,9.9,7,red,9.87228,5.0,7.970000000000001,0.9661229611041404,3.0461538461538464,0.99
7.6,0.52,0.12,3.0,0.067,12.0,53.0,0.9971,3.36,0.57,9.1,5,red,9.07361,41.0,8.12,0.935960591133005,2.7083333333333335,0.17169811320754716
8.9,0.4,0.32,5.6,0.087,10.0,47.0,0.9991,3.38,0.77,10.5,7,red,10.49055,37.0,9.3,0.9569892473118279,3.106508875739645,0.22340425531914893
9.9,0.59,0.07,3.4,0.102,32.0,71.0,1.00015,3.31,0.71,9.8,5,red,9.801470000000002,39.0,10.49,0.9437559580552908,2.960725075528701,0.13802816901408452
9.9,0.59,0.07,3.4,0.102,32.0,71.0,1.00015,3.31,0.71,9.8,5,red,9.801470000000002,39.0,10.49,0.9437559580552908,2.960725075528701,0.13802816901408452
12.0,0.45,0.55,2.0,0.073,25.0,49.0,0.9997,3.1,0.76,10.3,6,red,10.29691,24.0,12.45,0.9638554216867471,3.3225806451612905,0.21020408163265308
7.5,0.4,0.12,3.0,0.092,29.0,53.0,0.9967,3.37,0.7,10.3,6,red,10.266010000000001,24.0,7.9,0.9493670886075949,3.056379821958457,0.19433962264150945
8.7,0.52,0.09,2.5,0.091,20.0,49.0,0.9976,3.34,0.86,10.6,7,red,10.57456,29.0,9.219999999999999,0.9436008676789588,3.1736526946107784,0.21632653061224488
11.6,0.42,0.53,3.3,0.105,33.0,98.0,1.001,3.2,0.95,9.2,5,red,9.209199999999997,65.0,12.02,0.9650582362728786,2.8749999999999996,0.09387755102040815
8.7,0.52,0.09,2.5,0.091,20.0,49.0,0.9976,3.34,0.86,10.6,7,red,10.57456,29.0,9.219999999999999,0.9436008676789588,3.1736526946107784,0.21632653061224488
11.0,0.2,0.48,2.0,0.343,6.0,18.0,0.9979,3.3,0.71,10.5,5,red,10.47795,12.0,11.2,0.9821428571428572,3.181818181818182,0.5833333333333334
10.4,0.55,0.23,2.7,0.091,18.0,48.0,0.9994,3.22,0.64,10.3,6,red,10.29382,30.0,10.950000000000001,0.9497716894977168,3.198757763975155,0.21458333333333335
6.9,0.36,0.25,2.4,0.098,5.0,16.0,0.9964,3.41,0.6,10.1,6,red,10.06364,11.0,7.260000000000001,0.9504132231404958,2.9618768328445744,0.63125
13.3,0.34,0.52,3.2,0.094,17.0,53.0,1.0014,3.05,0.81,9.5,6,red,9.513300000000001,36.0,13.64,0.9750733137829912,3.114754098360656,0.1792452830188679
10.8,0.5,0.46,2.5,0.073,5.0,27.0,1.0001,3.05,0.64,9.5,5,red,9.50095,22.0,11.3,0.9557522123893806,3.114754098360656,0.35185185185185186
10.6,0.83,0.37,2.6,0.086,26.0,70.0,0.9981,3.16,0.52,9.9,5,red,9.88119,44.0,11.43,0.9273840769903762,3.132911392405063,0.14142857142857143
7.1,0.63,0.06,2.0,0.083,8.0,29.0,0.99855,3.67,0.73,9.6,5,red,9.58608,21.0,7.7299999999999995,0.9184993531694696,2.6158038147138964,0.3310344827586207
7.2,0.65,0.02,2.3,0.094,5.0,31.0,0.9993,3.67,0.8,9.7,5,red,9.693209999999999,26.0,7.8500000000000005,0.9171974522292993,2.643051771117166,0.3129032258064516
6.9,0.67,0.06,2.1,0.08,8.0,33.0,0.99845,3.68,0.71,9.6,5,red,9.58512,25.0,7.57,0.9114927344782034,2.6086956521739126,0.2909090909090909
7.5,0.53,0.06,2.6,0.086,20.0,44.0,0.9965,3.38,0.59,10.7,6,red,10.66255,24.0,8.03,0.9339975093399752,3.165680473372781,0.24318181818181817
11.1,0.18,0.48,1.5,0.068,7.0,15.0,0.9973,3.22,0.64,10.1,6,red,10.07273,8.0,11.28,0.9840425531914894,3.136645962732919,0.6733333333333333
8.3,0.705,0.12,2.6,0.092,12.0,28.0,0.9994,3.51,0.72,10.0,5,red,9.994,16.0,9.005,0.9217101610216546,2.8490028490028494,0.35714285714285715
7.4,0.67,0.12,1.6,0.186,5.0,21.0,0.996,3.39,0.54,9.5,5,red,9.462,16.0,8.07,0.9169764560099133,2.8023598820058995,0.4523809523809524
8.4,0.65,0.6,2.1,0.112,12.0,90.0,0.9973,3.2,0.52,9.2,5,red,9.175159999999998,78.0,9.05,0.9281767955801105,2.8749999999999996,0.10222222222222221
10.3,0.53,0.48,2.5,0.063,6.0,25.0,0.9998,3.12,0.59,9.3,6,red,9.29814,19.0,10.83,0.951061865189289,2.980769230769231,0.37200000000000005
7.6,0.62,0.32,2.2,0.082,7.0,54.0,0.9966,3.36,0.52,9.4,5,red,9.36804,47.0,8.219999999999999,0.9245742092457422,2.797619047619048,0.17407407407407408
10.3,0.41,0.42,2.4,0.213,6.0,14.0,0.9994,3.19,0.62,9.5,6,red,9.494299999999999,8.0,10.71,0.96171802054155,2.9780564263322886,0.6785714285714286
